2018/02/27,佐々木泰斗,平成29年度電気電子・情報工学科合同卒業研究発表会(佐藤(健)研，武田研，藤井研，片山研),部門賞　発表能力部門
2018/02/08,三輪洋祐,第19回東海3大学通信系研究室合同修士論文発表会,優秀発表賞
2017/12/15,三輪洋祐,電子情報通信学会高信頼制御通信研究専門委員会,ベストポスター賞
2017/10/16,矢内宏樹,コミュニケーションクオリティ(CQ)基礎講座ワークショップ,優秀研究賞
2017/09/13,岡田啓,電子情報通信学会,通信ソサイエティ活動功労賞
2017/06/23,亀川智史,電子情報通信学会無線通信システム研究会,初めての研究会 優秀発表賞
2017/06/15,中島康雄,電子情報通信学会東海支部,平成28年度学生研究奨励賞
2017/04/28,池田健矢,"IEEE AP-S Nagoya Chapter, MTT-S Nagoya Chapter Midland Student Express 2017-Spring",優秀発表賞
2017/04/01,小倉貴志,IEEE 名古屋支部,2017年国際会議研究発表賞
2017/03/03,前島悠人,電子情報通信学会東海支部 卒業研究発表会,口頭発表部門優秀卒業研究発表賞
2017/02/21,亀川智史,平成28年度電気電子・情報工学科合同卒業研究発表会(佐藤(健)研，武田研，藤井研，片山研),発表能力部門賞
2017/02/21,市川寿,平成28年度電気電子・情報工学科合同卒業研究発表会(佐藤(健)研，武田研，藤井研，片山研),最優秀賞
2017/02/04,佐藤翔,第18回東海3大学通信系研究室合同修士論文発表会（電子情報通信学会東海支部・名城大学渡邊晃研究室主催，IEEE名古屋支部協賛）,優秀発表賞
2016/12/01,小倉貴志,電子情報通信学会高信頼制御通信研究専門委員会,ベストポスター賞
2016/11/30,中島康雄,2016 International Symposium on Nonlinear Theory and Its Applications,NOLTA 2016 Student Paper Award
2016/06/15,三輪洋祐,電子情報通信学会東海支部,平成27年度学生研究奨励賞
2016/06/15,木下雅之,電子情報通信学会東海支部,平成27年度学生研究奨励賞
2016/03/17,田中裕也,電子情報通信学会,学術奨励賞
2016/03/04,中島康雄,平成27年度電子情報通信学会東海支部 卒業研究発表会,最優秀卒業研究発表賞
2016/03/01,澤田駿,平成27年度電気電子・情報工学科合同卒業研究発表会(佐藤(健)研，武田研，藤井研，片山研),発表能力部門賞
2016/03/01,森部智也,平成27年度電気電子・情報工学科合同卒業研究発表会(佐藤(健)研，武田研，藤井研，片山研),最優秀賞
2016/03/01,三輪洋祐,平成27年度電気電子・情報工学科合同卒業研究発表会(佐藤(健)研，武田研，藤井研，片山研),研究内容部門賞
2016/03/01,中島康雄,平成27年度電気電子・情報工学科合同卒業研究発表会(佐藤(健)研，武田研，藤井研，片山研),研究の位置付け部門賞
2016/01/20,三輪洋祐,電気・電子・情報関係学会東海支部連合大会,IEEE名古屋支部学生奨励賞
2015/10/30,峰松容浩,コミュニケーションクオリティ基礎講座ワークショップ,優秀ポスター賞
2015/09/09,小林健太郎,電子情報通信学会,通信ソサイエティ活動功労賞
2015/09/09,岡田啓,電子情報通信学会,通信ソサイエティ活動功労賞
2015/05/14,石川陽介,電子情報通信学会知的環境とセンサネットワーク研究専門委員会,若手研究奨励賞
2015/05/14,森敦史,電子情報通信学会知的環境とセンサネットワーク研究専門委員会,若手研究奨励賞
2015/03/11,千賀敬太,電子情報通信学会,学術奨励賞
2015/03/09,佐藤翔,平成26年度電子情報通信学会東海支部 卒業研究発表会,最優秀卒業研究発表賞
2015/03/09,不破力,平成26年度電子情報通信学会東海支部 卒業研究発表会,優秀卒業研究発表賞
2015/03/03,基村翔太,平成26年度電気電子・情報工学科合同卒業研究発表会(佐藤(健)研，武田研，藤井研，片山研),質疑応答部門賞
2015/03/03,佐藤翔,平成26年度電気電子・情報工学科合同卒業研究発表会(佐藤(健)研，武田研，藤井研，片山研),優秀賞
2015/03/03,不破力,平成26年度電気電子・情報工学科合同卒業研究発表会(佐藤(健)研，武田研，藤井研，片山研),発表能力部門賞
2015/02/07,石谷直也,平成26年度東海三大学通信系研究室合同修論発表会（電子情報通信学会東海支部主催、IEEE名古屋支部協賛）,優秀発表賞
2014/10/28,"Xiaohui FAN, Hiraku Okada,  Masaaki Katayama,  Masaaki Katayama",3rd Japan-Korea Joint Workshop on Complex Communication Sciences (JKCCS 2014),Best Student Paper Award
2014/06/05,小倉貴志,電子情報通信学会東海支部,平成25年度学生研究奨励賞
2014/06/05,田中裕也,電子情報通信学会東海支部,平成25年度学生研究奨励賞
2014/05/12,岡田啓，他１名,電子情報通信学会,通信ソサイエティ ComEX Best Letter Award
2014/03/10,小倉貴志,平成25年度 電子情報通信学会東海支部 卒業研究発表会,最優秀卒業研究発表賞
2014/03/10,後藤裕樹,平成25年度 電子情報通信学会東海支部 卒業研究発表会,優秀卒業研究発表賞
2014/03/05,後藤裕樹,平成25年度電気電子・情報工学科合同卒業研究発表会(佐藤(健)研，武田研，藤井研，片山研),最優秀賞
2014/03/05,石川陽介,平成25年度電気電子・情報工学科合同卒業研究発表会(佐藤(健)研，武田研，藤井研，片山研),研究内容賞
2014/03/05,遠藤健司,平成25年度電気電子・情報工学科合同卒業研究発表会(佐藤(健)研，武田研，藤井研，片山研),発表能力賞
2014/02/01,服部晋悟,平成25年度東海三大学通信系研究室合同修論発表会（電子情報通信学会東海支部主催、IEEE名古屋支部協賛）,優秀発表賞
2013/09/18,岡田啓,電子情報通信学会,通信ソサイエティ活動功労賞
2013/09/18,山里敬也,電子情報通信学会,通信ソサイエティ活動功労賞
2013/09/18,山里敬也,電子情報通信学会,フェロー称号(通信ソサイエティ)
2013/09/12,石谷直也,情報処理学会,平成25年度情報処理学会モバイルコンピューティングとユビキタス通信研究会奨励発表賞
2013/06/11,須崎修平,電子情報通信学会東海支部,平成24年度学生研究奨励賞
2013/06/11,楠本博則,電子情報通信学会東海支部,平成24年度学生研究奨励賞
2013/03/20,小林健太郎,電子情報通信学会,学術奨励賞
2013/03/05,須崎修平,電子情報通信学会東海支部平成24年度卒業研究発表会,優秀卒業研究発表賞
2013/03/05,神野雄人,電子情報通信学会東海支部平成24年度卒業研究発表会,優秀卒業研究発表賞
2013/03/04,須崎修平,平成24年度電気電子・情報工学科合同卒業研究発表会(佐藤(健)研，武田研，藤井研，片山研),最優秀賞
2013/03/04,森敦史,平成24年度電気電子・情報工学科合同卒業研究発表会(佐藤(健)研，武田研，藤井研，片山研),部門賞　研究の位置付け部門
2013/03/04,千賀敬太,平成24年度電気電子・情報工学科合同卒業研究発表会(佐藤(健)研，武田研，藤井研，片山研),研究内容賞
2013/03/04,石谷直也,平成24年度電気電子・情報工学科合同卒業研究発表会(佐藤(健)研，武田研，藤井研，片山研),質疑応答部門賞
2013/02/08,臼井俊亮,M1中間発表会,優秀発表賞
2013/02/01,笠嶋達也,平成24年度東海三大学通信系研究室合同修論発表会（電子情報通信学会東海支部主催、IEEE名古屋支部協賛）,優秀発表賞
2013/01/22,服部晋悟,電気関係学会東海支部連合大会,IEEE名古屋支部学生奨励賞
2013/01/22,須崎修平,電気関係学会東海支部連合大会,連合大会奨励賞
2012/09/12,小林健太郎,電子情報通信学会,通信ソサイエティ活動功労賞
2012/09/12,岡田啓,電子情報通信学会,通信ソサイエティ活動功労賞
2012/09/12,山里敬也,電子情報通信学会,通信ソサイエティ活動顕彰状
2012/08/30,太田健太郎,情報処理学会,平成23年度情報処理学会モバイルコンピューティングとユビキタス通信研究会奨励発表賞
2012/03/29,片山正昭,IEEE Communication Society Technical Committee on Power Line Communications,2012 Outstanding Service Award
2012/02/10,西本早耶香,M1中間発表会,優秀発表賞
2012/02/10,太田健太郎,東海地区３大学(名大，豊技科大，名城大）合同修士論文発表会,優秀発表賞
2012/02/01,太田健太郎，小林健太郎，山里敬也，片山正昭,電子情報通信学会 (通信ソサイエティ和文論文誌編集委員会),学生優秀論文賞
2011/12/07,山里敬也,IEEE Communication Society,Satellite Communications Distinguished Service Award
2011/09/14,山里敬也,電子情報通信学会,通信ソサイエティ功労顕彰状
2011/09/14,岡田啓,電子情報通信学会,通信ソサイエティ活動功労賞
2011/09/02,白木康建,DSPS教育者会議,IEEE SP Japan Chapter Best Student Demonstration Award
2011/06/21,白木康建,電子情報通信学会東海支部,平成23年度国際会議研究発表賞（前期）
2010/10/28,長縄潤,ISCIT2010,ISCIT2010 Student Award
2010/09/08,山里敬也，他6名,情報科学技術フォーラム推進委員会,FIT2010論文賞
2010/05/20,小林健太郎,電子情報通信学会,平成21年度電子情報通信学会モバイルマルチメディア通信研究専門委員会若手研究奨励賞
2010/5/18,名倉徹,IEEE VTS JAPAN CHAPTER,Young Researcher's Encouragement Award
2008/09/23,平岩士昌,IEEE VTS Japan 2008,Young Researcher's Encouragement Award
2008/09/17,片山正昭,電子情報通信学会,フェロー称号(通信ソサイエティ)
2008/9/17,山里敬也,電子情報通信学会,通信ソサイエティ活動功労賞
2008/9/10,荒井伸太郎,IEICE NOLTA'08,NOLTA'08 Student Paper Award
2008/6/11,Mongol Bayarpurev,電子情報通信学会東海支部,平成20年度学生研究奨励賞
2008/3/19,荒井伸太郎,電子情報通信学会,学術奨励賞
2007/7/18,小林健太郎,名古屋大学,平成19年度名古屋大学学術奨励賞
2007/5/18,打田良介,電子情報通信学会,無線通信システム研究活動奨励賞 学生の部
2007/4/,羽多野裕之,IEEE VTS JAPAN CHAPTER,VTC 2007-Spring Student Paper Award
2006/8/10,Mongol Bayarpurev,電子情報通信学会,WBS学生奨励賞
2006/09/20,片山正昭,電子情報通信学会,通信ソサイエティ活動功労感謝状
2006/6/16,打田良介,電子情報通信学会東海支部,平成17年度学生研究奨励賞
2006/06/12,"Abbas Jamalipour, Takaya Yamazato,  Tadahiro Wada",IEEE Communication Society,2006 Best Tutorial Paper Award
2006/06/01,片山正昭,総務省,電波の日　東海総合通信局長表彰
2004/5/19,羽多野裕之,電子情報通信学会東海支部,平成15年度学生研究奨励賞
2004/3/5,竹内裕志,NCSP'04,Student paper award
2004/1/28,山本晴敏,電気関係学会東海支部,奨励賞
2003/6/4,平山泰弘,電子情報通信学会東海支部,学生研究奨励賞
2002/9/11,岡田啓,電子情報通信学会,通信ソサイエティ活動功労感謝状
2002/6,田所幸浩,電子情報通信学会東海支部,学生研究奨励賞
2002/3/,内藤克浩,IEEE VTS Japan 2001,Researcher‘s Encouragement Award
2001/9/19,片山正昭,電子情報通信学会,通信ソサイエティ活動功労感謝状
2000/3/27,神谷幸宏,電子情報通信学会,平成11年度学術奨励賞
1999/12/20,神谷幸宏,IEEE Tokyo Chapter,Young Engineer Award
1999/09/23,Abbas Sandouk,VTC'99 Fall,Kluwer Publisher Award
1999/09/08,片山正昭,電子情報通信学会,通信ソサイエティ活動功労感謝状
1998,齋藤将人,情報理論とその応用学会,奨励賞
1998/03/28,岡田啓,電子情報通信学会,平成９年度学術奨励賞
1997,Abbas Jamalipour,電気通信普及財団,テレコムシステム技術賞
1996/07/15,岡田啓,電気・電子情報通信学術振興財団,平成８年度猪瀬学術奨励賞
1996/05/31,和田忠浩,電子情報通信学会東海支部学生会,平成７年度学生研究奨励賞
1996/05/31,岡田啓,電子情報通信学会東海支部学生会,平成７年度学生研究奨励賞
1996,山里敬也,電子情報通信学会,平成７年度学術奨励賞
1996,Abbas Jamalipour,URSI,Young Scientists Award
1996,Abbas Jamalipour,井上科学振興財団,井上研究奨励賞
1995/09/,石津美帆子,電気関係学会,東海支部連合大会奨励賞
1986/03/25,片山正昭,電子通信学会,篠原記念学術奨励賞
